album_name	artist_name	release_year	genre	release_type	cover_art_url	spotify_url	mbid	country	release_length	tracks_mb	spotify_id
Dystopia	Royal Hunt	2022.0	Progressive Metal, Symphonic Metal, Power Metal, Symphonic Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273529ee309b4875d98e984512e	https://open.spotify.com/album/1U8tIpeiflwIDxI4jg4dhL	2a92e1fa-42d9-4dca-baea-ae309875b8f6	XW	55.81816666666667	10.0	1U8tIpeiflwIDxI4jg4dhL
Dystopia	Iced Earth	2011.0	Power Metal, Heavy Metal, US Power Metal, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b273db1ad34c659167323b074d7c	https://open.spotify.com/album/6la9AnaFIgSo4faEDcnHQx	40d647d2-372b-414a-86b8-0ccd39a3ada2	US	59.0	13.0	6la9AnaFIgSo4faEDcnHQx
Dystopia, Pt. 2	Royal Hunt	2022.0	Progressive Metal, Power Metal, Symphonic Metal, Power Metal	album	https://i.scdn.co/image/ab67616d0000b273529ee309b4875d98e984512e	https://open.spotify.com/album/1U8tIpeiflwIDxI4jg4dhL	edac7782-713a-4be7-b413-4ebae1c9dbf3	XW	58.0	9.0	1U8tIpeiflwIDxI4jg4dhL
Dzika Karta	Feruto	2019.0		Album	https://i.scdn.co/image/ab67616d0000b2739e8174e8fb32127814fc96b2	https://open.spotify.com/album/3Ese5Co4UDkIlEWMJZQKX8			29.0		3Ese5Co4UDkIlEWMJZQKX8
Débris de mondes perdus	Abraham	2022.0	Atmospheric Sludge Metal, Post-Hardcore, Post-Metal, Black Metal, Atmospheric Black Metal	Album	https://i.scdn.co/image/ab67616d0000b27379936ea3c2aca383fdda7a55	https://open.spotify.com/album/5CIxRx1aJwekqvYJ3dPPe8	b817ba41-2acf-4372-8b89-a2af33c06311	XW	45.0	8.0	5CIxRx1aJwekqvYJ3dPPe8
Dónde están los ladrones	Shakira	1998.0	Latin Pop, Pop Rock, Dance-Pop, Singer-Songwriter, Latin Alternative, Alternative Rock, Alternative Dance	album	https://i.scdn.co/image/ab67616d0000b273bfcff1dd252b22bba16a2a5d	https://open.spotify.com/album/5hcKSTqKOLuzJgYIQileAe	f41107d7-eb40-443e-9835-b635d8b08710	GB	49.792366666666666	13.0	5hcKSTqKOLuzJgYIQileAe
Döda Havet	Döda Havet	2016.0	Alternative Rock, Progressive Rock	Album	https://i.scdn.co/image/ab67616d0000b2737d6da8dcd0ff4f7028d2f06e	https://open.spotify.com/album/1bKWM92lWhQmS9a34vzhiQ	e90eb3ab-dd8f-4cca-bb84-68f88dcd252e	SE	39.0	9.0	1bKWM92lWhQmS9a34vzhiQ
Də_em	Dəem	2016.0	Stoner Rock	Album	https://i.scdn.co/image/ab67616d0000b2736267543133fac6ed620ae170	https://open.spotify.com/album/0l4zl0C2lA7RevzSTimbbr			28.0		0l4zl0C2lA7RevzSTimbbr
E.V.I.L.	Krosis	2022.0	Deathcore, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273dbe77e4c72f9a7050631eac1	https://open.spotify.com/album/5nYDxRoLF6jbI6guCK9JeP	03e67328-e101-4c46-a98e-ef2574dff2ee	XW	30.0	8.0	5nYDxRoLF6jbI6guCK9JeP
EG2: Dowsing Voice	Emma Ruth Rundle		Avant-Folk, Experimental, Ritual Ambient, American Primitivism, Neofolk, Freak Folk	Album	https://lastfm.freetls.fastly.net/i/u/300x300/0ad030d9bb3bfa79358fef2287b0543f.jpg		8d3276b7-fc16-4a10-b6a7-4c1c162cf2b1	XW	40.48333333333333	10.0	
ELDOVAR - A Story of Darkness & Light	Kadavar	2021.0		album	https://i.scdn.co/image/ab67616d0000b27315b46fdc9cfd810b8dc6ffb0	https://open.spotify.com/album/3598rImSp7s7aaOkQZFGme	87b8c4d2-17ec-413b-ba2b-e9af32030c28	XW	44.70441666666667	7.0	3598rImSp7s7aaOkQZFGme
ENDLESS HALLWAY	He Is Legend	2022.0	Alternative Metal, Southern Metal, Metalcore, Post-Hardcore	album	https://i.scdn.co/image/ab67616d0000b2733bc1fa35b40ad522de97d327	https://open.spotify.com/album/3kKcRKhi6y0RrOdVeljWpI	2fe63361-65a9-4c56-b17c-31dafde1b8e5	US	47.0	12.0	3kKcRKhi6y0RrOdVeljWpI
EP	Matchbox Twenty		Rock	EP	https://lastfm.freetls.fastly.net/i/u/300x300/a9a35c802f6a46c4b23d520a730730bb.png		3169a7e4-9e51-4ee2-897a-3e011774aa5c	CA	22.0	6.0	
EP	Crouch	2023.0	West Coast Hip Hop, Jazz Rap	single	https://i.scdn.co/image/ab67616d0000b2733e7b306a8ae7b54fef2d3dde	https://open.spotify.com/album/0gqTuzXe6gHKB1xRbuRPFZ	469f23f1-952f-403b-86de-306201f0f1de	US	31.0	12.0	0gqTuzXe6gHKB1xRbuRPFZ
EP. 001	Honorary Astronaut	2020.0	Psychedelic Pop, Pop Rock, Indie Rock, Progressive Rock	single	https://i.scdn.co/image/ab67616d0000b2737b859b0e2f3254cdb0867e3b	https://open.spotify.com/album/6Shs5WwaBgujNclzwwT0CV	15afc24e-4c8b-450d-a5af-4442827aaedf	US	24.0	5.0	6Shs5WwaBgujNclzwwT0CV
EP.1	Little Jimi	2018.0	Stoner Metal, Heavy Psych	album	https://i.scdn.co/image/ab67616d0000b27307f3141ad6aed8966b6ca5f2	https://open.spotify.com/album/1IscruoXXMp333iu9FcL1X	93057e8b-6382-4fb6-9700-87e456f03dda	XW	38.0	6.0	1IscruoXXMp333iu9FcL1X
ESCAPISM	Sam Gellaitry	2015.0	Future Bass, Trap [EDM], Wonky	single	https://i.scdn.co/image/ab67616d0000b2731ed301f5bb23d477428a1e28	https://open.spotify.com/album/7GoQwmBYFCOPSdOOp8OUds	90008b88-0bf2-4afe-bff3-f168627f6ecf	XW	17.0	5.0	7GoQwmBYFCOPSdOOp8OUds
EVERY TOMORROW	Cruentus	2018.0	Groove Metal, Djent, Industrial Metal	album	https://i.scdn.co/image/ab67616d0000b273fa49209241db8dd7f3a531d4	https://open.spotify.com/album/7zV8GfzKUfN2Crq2OqFw8l	1f71e5ba-6b7a-4745-861d-4180a38349fb	IT	64.0	10.0	7zV8GfzKUfN2Crq2OqFw8l
EXPLOSIONS	Three Days Grace	2022.0	Alternative Rock, Post-Grunge, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b27391c8a7df5913c07233a99551	https://open.spotify.com/album/4drZZN0HTkJzcdlPmmQyqG	15f423ab-9a3f-45a5-ad7a-7378d4ed5379	AF	37.8537	12.0	4drZZN0HTkJzcdlPmmQyqG
Early Grave	The Contortionist	2019.0	Progressive Metal, Progressive Rock, Alternative Metal, Alternative Rock	single	https://i.scdn.co/image/ab67616d0000b273103825e7df6ba46eb676763c	https://open.spotify.com/album/3U4Ej58L88Wr8mDjUhHdk1	6cdcf7ef-b03f-4d94-946d-94b78a242e67	XW	3.0	1.0	3U4Ej58L88Wr8mDjUhHdk1
Earth Dweller	The Groans	2019.0		album	https://i.scdn.co/image/ab67616d0000b273081447efab1f321245252bf1	https://open.spotify.com/album/5jQdPuwpQCFCO0fltbBB63	3a2d90b6-edb2-49bb-b25d-c01e789b2302	XW	20.54168333333333	8.0	5jQdPuwpQCFCO0fltbBB63
Earth Reaper	Wallowing	2023.0	Sludge Metal, Death Doom Metal, Black Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273c3307ea42da2d82522addb2f	https://open.spotify.com/album/2wYklGu9ZIUtTJDWudvbVS	19f8faf1-10e5-488d-a028-57ae79751d45	XW	44.0	7.0	2wYklGu9ZIUtTJDWudvbVS
Earth Rocker	Clutch	2013.0	Hard Rock, Stoner Rock, Blues Rock, Southern Rock	Album	https://i.scdn.co/image/ab67616d0000b273f10523c15349ce3741c0b4fc	https://open.spotify.com/album/5a7IYaMXvBbfKJRdsB2dWg	b0afd38f-835a-4ee3-87f9-cdc43129258a	US	96.0	38.0	5a7IYaMXvBbfKJRdsB2dWg
Earth Will Shed Its Skin	Chrome Waves	2023.0	Post-Metal, Blackgaze, Melodic Black Metal	Album	https://i.scdn.co/image/ab67616d0000b2736c77093658f947dc3fa8a013	https://open.spotify.com/album/0u6ddtgTY9vvzXfHYEeprR	2ee3b93c-8096-418c-9b9e-278321463e2b	XW	40.0	6.0	0u6ddtgTY9vvzXfHYEeprR
Earthbound	Kanaan	2021.0	Stoner Rock, Psychedelic Rock, Heavy Psych	album	https://i.scdn.co/image/ab67616d0000b273a665480179e58372f98b79d6	https://open.spotify.com/album/5cgZyUkPspSn9DxxsIPWoK	099f5696-48fd-4366-9d18-1d42ab02134c	NO	45.0	8.0	5cgZyUkPspSn9DxxsIPWoK
Earthbound	Black Royal	2022.0	Sludge Metal, Death Doom Metal	Album	https://i.scdn.co/image/ab67616d0000b273824f4f497c8acb782fd52893	https://open.spotify.com/album/6kKhf1oTgIRKVbVR3xnSqp	08c8390d-502c-44d3-9c5e-e17a34ffa033	XW	45.0	11.0	6kKhf1oTgIRKVbVR3xnSqp
Earthling	David Bowie	1997.0	Alternative Dance, Industrial Rock, Drum and Bass, Art Rock, Big Beat	Album	https://i.scdn.co/image/ab67616d0000b2734cb694aff0f461c8c9bd4e22	https://open.spotify.com/album/4yRoLvuzNxFDdodNNrZAEM	5a4fcd7b-aa08-43b9-9db6-3cee7c9779b3	JP	53.66175	10.0	4yRoLvuzNxFDdodNNrZAEM
Easy On My Eyes	Stephen Sanchez	2022.0	Pop Soul, Indie Folk	album	https://i.scdn.co/image/ab67616d0000b2739522042f86d0bb0d4e9e3783	https://open.spotify.com/album/6BUPtXbb2tspYnkVdg5Ef7	f1b9bb9b-122b-4e68-a04e-998f03ac495f	AF	23.0	7.0	6BUPtXbb2tspYnkVdg5Ef7
Eat the Elephant	A Perfect Circle	2018.0	Alternative Rock, Art Rock, Piano Rock	Album	https://i.scdn.co/image/ab67616d0000b273a81808a306009c2f1dba3258	https://open.spotify.com/album/3Jr1RhAyndBxtyi8rJs3Op	7097116b-a8ab-48a9-aa8c-07ae4d38f7e2	XE	57.0	13.0	3Jr1RhAyndBxtyi8rJs3Op
Echo Park	Feeder	2001.0	Alternative Rock, Indie Rock, Power Pop, Post-Grunge, Noise Pop, Post-Britpop	Single	https://i.scdn.co/image/ab67616d0000b273e60fe6a250e17fe350e7d581	https://open.spotify.com/album/2AqgHBVRkki14FLTOK2eU7	6173556b-7f6f-4ee3-aac6-a3112560292a	JP	54.0	15.0	2AqgHBVRkki14FLTOK2eU7
Echoes From Beneath	Eternally Scarred	2022.0	Death Doom Metal	album	https://i.scdn.co/image/ab67616d0000b273451b794ff10f39905dc845bb	https://open.spotify.com/album/69optGNirY8IPRNlW8uWri	33af42ba-056a-4c6a-92da-a704e58fec22	XW	58.0	9.0	69optGNirY8IPRNlW8uWri
Echoes From The Past	Eloy		Progressive Rock, Symphonic Prog, Hard Rock, Space Rock	Album	https://lastfm.freetls.fastly.net/i/u/300x300/2ed57d78367458729604fb66dd9417e7.jpg	https://open.spotify.com/album/09gUuvef0LsnFghB4wXfCv	19a0d540-9fe2-4f0d-b884-941a816d52c9	XW	48.0	9.0	09gUuvef0LsnFghB4wXfCv
Echoes Of Winter	Veil Of Conspiracy	2021.0	Death Doom Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273a34a5385aa36c200c28cdb90	https://open.spotify.com/album/1cFqD9YAZ4n6Lv75ACEAMu	00a83c3b-5ff1-4789-8cf2-81f5fd8bd106		45.48333333333333	10.0	1cFqD9YAZ4n6Lv75ACEAMu
Echolocation	Gone Is Gone	2017.0	Alternative Metal, Stoner Rock, Alternative Rock, Post-Metal	Album	https://i.scdn.co/image/ab67616d0000b2731d3c29d88014728e24cf6a2b	https://open.spotify.com/album/4Xnbjt8wACN0QyWqWp2mol	a8bb2b0e-b82f-44fc-a985-4ff75ba45d99	XW	54.0	12.0	4Xnbjt8wACN0QyWqWp2mol
Eden in Reverse	Hail Spirit Noir	2020.0	Progressive Metal, Progressive Rock, Space Rock, Psychedelic Rock, Avant-Garde Metal	Album	https://i.scdn.co/image/ab67616d0000b273db7e3ba98fb41d533d60b9d1	https://open.spotify.com/album/2ODOJmd5is8Thuz7GZqoen	7ec7d305-3143-4ee3-8050-f5ae3f230c42	XW	42.0	7.0	2ODOJmd5is8Thuz7GZqoen
Edge of Eternity	Lör	2020.0	Progressive Metal, Power Metal, Folk Metal	album	https://i.scdn.co/image/ab67616d0000b2733b4e223c8252a54399487bd8	https://open.spotify.com/album/2TccZMmnFGV6FYQUhq8mfY	6b788b1f-65bd-4080-858c-34fe9650172f	US	30.0	5.0	2TccZMmnFGV6FYQUhq8mfY
Edge of Existence	Silvertomb	2019.0	Doom Metal, Heavy Metal, Stoner Metal	album	https://i.scdn.co/image/ab67616d0000b27331bc9a59534fc5450733b72f	https://open.spotify.com/album/4nbrTWrZaztWKCgYKURrDQ	cbc2c639-985f-41bb-ba7e-50b5b75b1e7a	XW	40.0	9.0	4nbrTWrZaztWKCgYKURrDQ
Een verloren verhaal	Vanaheim	2022.0	Folk Metal, Symphonic Metal	album	https://i.scdn.co/image/ab67616d0000b273a5aae2a86b5b60b352c7bb3f	https://open.spotify.com/album/1gURLoghOByCi0NK2kgIfE	97ab6e60-926e-4442-9e10-27053e34504a	XW	79.0	10.0	1gURLoghOByCi0NK2kgIfE
Effloresce	Oceansize	2003.0	Progressive Rock, Post-Rock, Alternative Rock, Post-Rock, Post-Hardcore, Space Rock Revival	album	https://i.scdn.co/image/ab67616d0000b2730047b3f39515a672b945e854	https://open.spotify.com/album/6yY6v4JnwTQGo5w9IZqTRu	c5bca870-ab2f-4071-9a3f-cfbcf1f1d484	GB	75.53326666666666	12.0	6yY6v4JnwTQGo5w9IZqTRu
Ego Death	Aleph	2021.0	Electronic Dance Music, Ambient, Dubstep, Future Garage, Wonky, Tech House, Neurohop, Glitch	Album	https://i.scdn.co/image/ab67616d0000b2736f3c99620f9eb3d434a36b40	https://open.spotify.com/album/6zQvsHYOKQs39kKbdVh765	3db6da6d-c5c6-40f6-bfdf-97b5aa75907e	XW	10.0	1.0	6zQvsHYOKQs39kKbdVh765
Ego Path	The Silent Wedding	2022.0	Progressive Metal, Heavy Metal, Power Metal	album	https://i.scdn.co/image/ab67616d0000b273fa1358f90df18508d402e32f	https://open.spotify.com/album/3p1ZrpL1WTq6iMd50khraf	68cfd769-b001-4b77-83ec-f596a58d3ed2	AF	51.0	12.0	3p1ZrpL1WTq6iMd50khraf
Ego Trip	Papa Roach	2022.0	Rap Rock, Alternative Rock, Pop Rock, Pop Rock, Electropop, Trap, Pop Rap, Pop Punk, Punk Rock, Alternative Rock	album	https://i.scdn.co/image/ab67616d0000b2732d8f45e2342ebf1a72ca5152	https://open.spotify.com/album/5OSVAtytFqdJwIJpD3gGEJ	81a3b793-36b3-4fb9-80c7-d2f8fe2f2ca4	AF	42.0	14.0	5OSVAtytFqdJwIJpD3gGEJ
Ego, Opinion, Art & Commerce	Goo Goo Dolls		Alternative Rock, Pop Rock, Punk Rock, Power Pop	Album	https://lastfm.freetls.fastly.net/i/u/300x300/5384aa71ba8e458db608318256e2fda4.jpg		71bc9881-e4f1-46ad-957c-b9def4a27567	ZA	74.0	22.0	
Eidolon	Rishloo	2007.0	Alternative Rock, Progressive Rock, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b27355484fac4c869a074dccac07	https://open.spotify.com/album/0voL6PmVkHip4kBCFmSWJ9	c8553274-ae05-4031-8af1-12e6d4750b22	US	54.0	14.0	0voL6PmVkHip4kBCFmSWJ9
Eidos	Kingcrow	2015.0	Progressive Metal, Progressive Rock	album	https://i.scdn.co/image/ab67616d0000b27304530a64b596ed0a847c4925	https://open.spotify.com/album/4ySnc8ryUT4yt77yNWzgO2	42f244c4-6dfb-425f-9179-82bd4447dae9	US	61.0	10.0	4ySnc8ryUT4yt77yNWzgO2
Eight Coffin Nails	Alghazanth		Melodic Black Metal, Symphonic Black Metal, Atmospheric Black Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/a779c46b9e3dead587452942a0817032.jpg		c06f7109-6cec-4c37-a9fb-f08b0cdaa997	RU	51.0	9.0	
El Cielo	dredg	2002.0	Art Rock, Progressive Rock, Alternative Rock, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b273e5b1a33a5fcd0d9124ee9367	https://open.spotify.com/album/4xzzmQZfCz1keTBkIgQZFc	a7de6cbd-46df-3a15-930f-7599808eb5d1	US	57.0	16.0	4xzzmQZfCz1keTBkIgQZFc
El Mapa De Mi Albedrío	Hoy Es Siempre Todavía	2023.0		album	https://i.scdn.co/image/ab67616d0000b2734e031ffc71b217cc3f3d997b	https://open.spotify.com/album/47LfMXW9cSillGBdjl2tJx	277fe384-b71a-47dd-a3cd-9b9178b00145	XW	37.0	10.0	47LfMXW9cSillGBdjl2tJx
El Porvenir Está en las Huevas	Frutería Toñi	2020.0	Progressive Rock, Jazz-Rock, Canterbury Scene, Symphonic Prog	Album	https://i.scdn.co/image/ab67616d0000b273197ca916ebc52a9a3acaccd6	https://open.spotify.com/album/0WR60881LzkV5vo7NV5fxN	9a0314b7-fc1a-4a1a-b31b-3dc0d2a6ffd4	ES	39.0	6.0	0WR60881LzkV5vo7NV5fxN
El Ten Eleven	El Ten Eleven	2005.0	Post-Rock, Math Rock, Indie Rock, Indietronica	Single	https://i.scdn.co/image/ab67616d0000b273ffb0be505d99b703ab6189af	https://open.spotify.com/album/6bv070I2PgzwGLgYGBxaJW	e9da497a-ba6e-416b-94e7-bc624f550625	US	35.0	9.0	6bv070I2PgzwGLgYGBxaJW
Elder	Elder	2014.0	Stoner Metal, Doom Metal	Album	https://i.scdn.co/image/ab67616d0000b273690a00310914582ab7c5a7d9	https://open.spotify.com/album/5wyOoFvt08gMtEsiG42iPZ	7a64cb88-fe56-49f7-b8d0-dd9616ede301	US	41.0	5.0	5wyOoFvt08gMtEsiG42iPZ
Eldur	Coridian		Alternative Rock	Album		https://open.spotify.com/album/5dHZIxKULdDDF2QfXGADVN	e12053f5-8d6b-4697-9e92-ba28fd0c1ffd	XW	27.0	7.0	5dHZIxKULdDDF2QfXGADVN
Electric Temple	Superlynx	2021.0	Doom Metal, Heavy Psych	single	https://i.scdn.co/image/ab67616d0000b273f9b94890f2643693cdbd4409	https://open.spotify.com/album/1WSTyFqYfCpeuRsIkHjhjo	2b6139cb-2f66-49e7-8607-f605944ac270	XW	43.0	10.0	1WSTyFqYfCpeuRsIkHjhjo
Elegy	Dead to a Dying World	2019.0	Post-Metal, Atmospheric Black Metal, Post-Rock, Dark Folk	Album	https://i.scdn.co/image/ab67616d0000b273ca54a89dd55726e2df9c20be	https://open.spotify.com/album/3sirhUOFCfP2qp2wlIQ4lB	7c2e32d7-8793-4383-a4a0-d1af728db453	US	49.0	6.0	3sirhUOFCfP2qp2wlIQ4lB
Element of Surprise	Pyramid Theorem	2017.0	Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273091965494593f842f09fcd5f	https://open.spotify.com/album/7vliULgzoDYsaUdPXXI7LM	dbdf1965-71b8-47aa-84c2-7b4edda794b0	CA	37.0	8.0	7vliULgzoDYsaUdPXXI7LM
Elements	Archaeologist			Album		https://open.spotify.com/album/0iZ26CNxp1yWFFAwIgYBut	780e2ba2-e4b3-4d8e-9c4d-8dc2d7e6f153	XW	41.0	20.0	0iZ26CNxp1yWFFAwIgYBut
Elements	Atheist	1993.0	Technical Death Metal, Progressive Metal, Jazz Fusion	Album	https://i.scdn.co/image/ab67616d0000b27350c09bad5f0f4966f38c913b	https://open.spotify.com/album/7chvfYEhEpzSUgS8D0wyrw	da6b9a53-08df-4ea4-9a0d-8896eea6a6a0	XW	41.0	12.0	7chvfYEhEpzSUgS8D0wyrw
Elements	Ludovico Einaudi	2015.0	Modern Classical, Minimalism	album	https://i.scdn.co/image/ab67616d0000b273494e91bfd7692054715ba845	https://open.spotify.com/album/5jzohQ50TA36qTumAG1rEA	e5da4a98-3fa9-4446-b674-0497ce05511b	XE	75.0	12.0	5jzohQ50TA36qTumAG1rEA
Elephant	The White Stripes	2003.0	Garage Rock Revival, Alternative Rock, Blues Rock, Blues Rock, Punk Blues	album	https://i.scdn.co/image/ab67616d0000b273a69f71a8794e2d867a52f98f	https://open.spotify.com/album/6D9urpsOWWKtYvF6PaorGE	781275ab-8578-3b4f-84a3-9fe014e4dc5a	US	49.0	14.0	6D9urpsOWWKtYvF6PaorGE
Eleven Miles	Exxasens	2011.0	Post-Rock, Atmospheric Sludge Metal, Space Rock	Single	https://i.scdn.co/image/ab67616d0000b2738272515e95c730a15b7f9fce	https://open.spotify.com/album/61FqGuboghj7lxIJWonucq	ee4093b1-28e1-4482-875b-266ffc458b60	XW	43.0	9.0	61FqGuboghj7lxIJWonucq
Eleventh Hour	Novena	2020.0	Progressive Metal, Progressive Rock	album	https://i.scdn.co/image/ab67616d0000b273de565036a81b81d812ed4f9f	https://open.spotify.com/album/6SNnMMCdtAFlh0ta78VJDn	7c1961e1-08ff-4219-a72d-4ff634253898	XW	73.0	10.0	6SNnMMCdtAFlh0ta78VJDn
Elil	Fall of Efrafa	2007.0	Atmospheric Sludge Metal, Neocrust, Crust Punk, Post-Rock, Post-Metal	Single	https://i.scdn.co/image/ab67616d0000b27369cfb4233bddf2b6d6a20f8b	https://open.spotify.com/album/2a2SE70lYEVcM9SOvjY6l9	e826746c-6296-4fbd-9e21-2b82c6f13a6a	XW	63.0	3.0	2a2SE70lYEVcM9SOvjY6l9
Eliminator	ZZ Top	1983.0	Hard Rock, Southern Rock, Boogie Rock, Blues Rock	album	https://i.scdn.co/image/ab67616d0000b27328a00032ff3b86af3d7e0e54	https://open.spotify.com/album/5LMGAYhn2ywaxGZdtmXGpw	6e575d01-fab7-4d32-a458-3f95d639ace8	AT	45.65	11.0	5LMGAYhn2ywaxGZdtmXGpw
Ellapsis	Dreamtigers	2022.0	Shoegaze, Indie Rock, Post-Rock, Emo	Album	https://i.scdn.co/image/ab67616d0000b273579498af206f1fc2b675b80c	https://open.spotify.com/album/4E3gfdRyPmaRATjsFGwwuj	a25c98b1-d235-4038-a112-721134224844	XW	30.6229	8.0	4E3gfdRyPmaRATjsFGwwuj
Ellenbogengesellschaft	Ellende	2022.0	Atmospheric Black Metal, Blackgaze	Album	https://i.scdn.co/image/ab67616d0000b273975da38839880658df7ae37b	https://open.spotify.com/album/1i0yZpdvkVEDPPLtYYvGUz	ba984c3f-c9cc-4115-8430-6f30b1d94eea	XW	48.71666666666667	8.0	1i0yZpdvkVEDPPLtYYvGUz
Ellengæst	Crippled Black Phoenix	2020.0	Post-Rock, Progressive Rock, Gothic Rock, Post-Metal	Album	https://i.scdn.co/image/ab67616d0000b273102f4b81ed71e5a056ed71aa	https://open.spotify.com/album/1cJS5A69PL7RmfkrVn106W	97509ec0-93cc-47ca-9033-1ac27678d799	XW	54.0	8.0	1cJS5A69PL7RmfkrVn106W
Elvis' Golden Records	Elvis Presley	1958.0	Rockabilly, Rock & Roll, Rhythm & Blues, Traditional Pop	Album	https://i.scdn.co/image/ab67616d0000b27320ee3e86e17f17239bef1f76	https://open.spotify.com/album/0C3t1htEDTFKcg7F2rNbek	16dbe2f4-9982-334a-80c2-bb0384875a65	US	33.63328333333333	14.0	0C3t1htEDTFKcg7F2rNbek
Elyria	Faith and the Muse	1996.0	Neofolk, Gothic Rock, Ethereal Wave, Neoclassical Darkwave, Ethereal Wave	Album	https://i.scdn.co/image/ab67616d0000b2734cbc493ddd2bde8ac55792b2	https://open.spotify.com/album/1EAXwjzKakqVBpdawirPZK	eb7422b5-69c8-434f-9f9e-db29633b9001	US	56.0	14.0	1EAXwjzKakqVBpdawirPZK
Ember	Breaking Benjamin	2018.0	Alternative Metal, Post-Grunge, Hard Rock, Metalcore	Album	https://i.scdn.co/image/ab67616d0000b2731522bd2a4ea3d69e17f19429	https://open.spotify.com/album/2D1s85eD7MLnPd3zjfK4tr	2742accc-14c5-4bd9-8fba-fd1fd16b7c0a	US	38.0	12.0	2D1s85eD7MLnPd3zjfK4tr
Ember	Kubbi	2015.0	Bitpop, Chiptune, Chiptune, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b2736d4fb043844cf504958a202b	https://open.spotify.com/album/45IjAJ7REqGA1zXZe5we4w	8c0a9646-3303-447d-8929-7ff364d813e0	XW	47.0	9.0	45IjAJ7REqGA1zXZe5we4w
Ember To Inferno	Trivium	2003.0	Melodic Metalcore, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b2737b54c8f53a7bb5adc52396ae	https://open.spotify.com/album/3hnOE93weJxgpQZOkVC4as	c1ba71d5-3cf0-4974-9d8e-528a1a77aa5b	RU	49.0	12.0	3hnOE93weJxgpQZOkVC4as
Ember To Inferno (Re-release)	Trivium		Melodic Metalcore, Thrash Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/4db45a02544a402c977109c3a47e9fc9.jpg		c4c8ffd6-3281-46fd-9cba-39ab98d79e9c	XW	57.0	11.0	
Ember to Inferno: Ab Initio	Trivium	2016.0	Melodic Metalcore, Thrash Metal	album	https://i.scdn.co/image/ab67616d0000b27304d44cf5d72268345fc016cb	https://open.spotify.com/album/32AF2NT4Utp4EcG2vaQDIJ	3c1237a9-5646-4139-8fe4-6894a160bcdb	JP	121.21661666666668	25.0	32AF2NT4Utp4EcG2vaQDIJ
Embers	Moanaa	2021.0	Atmospheric Sludge Metal, Post-Metal	single	https://i.scdn.co/image/ab67616d0000b2732e88ffa62499a6534793e369	https://open.spotify.com/album/6uaD1gEwI91UAZFQRqW3lt	766435aa-6029-4b1f-a5b9-65a818df361e	PL	40.28333333333333	6.0	6uaD1gEwI91UAZFQRqW3lt
Embers	Dirtwire	2022.0	Folktronica, Downtempo, Latin Electronic	Album	https://i.scdn.co/image/ab67616d0000b273f2297e0161f722cbc43f4759	https://open.spotify.com/album/5tM5cTXLFbPb1xZK0Rim0r	3511a250-44aa-42b2-a8d7-a68e5491c2ca	US	36.81666666666667	7.0	5tM5cTXLFbPb1xZK0Rim0r
Embers of War	Eternity's End	2021.0	Power Metal, Progressive Metal, Neoclassical Metal, Speed Metal	Album	https://i.scdn.co/image/ab67616d0000b27381eca764c17562acd07ad902	https://open.spotify.com/album/07pIrAJmvZVbtpDwOkt9js	002f040e-75b6-45e0-9749-90a943f217c2	XW	5.0	8.0	07pIrAJmvZVbtpDwOkt9js
Embrace	Embrace	2014.0	Emocore, Post-Hardcore, Hardcore Punk, Melodic Hardcore	Single	https://i.scdn.co/image/ab67616d0000b273cf68e9a71151e224c401be21	https://open.spotify.com/album/38jnD4k71EfksAYoiubuP5	2b5806a1-2d0d-4018-8e3f-ba800d9f0ef8	US	33.0	14.0	38jnD4k71EfksAYoiubuP5
Embryo	Altesia	2021.0	Progressive Metal, Progressive Rock	Album	https://i.scdn.co/image/ab67616d0000b273c227b882cdb25c09567c7440	https://open.spotify.com/album/2wAjRWveOKjxrea2Co1EiZ	a5e2f6d1-4680-4cd9-bcfb-1d94f2fd8efd	US	57.0	7.0	2wAjRWveOKjxrea2Co1EiZ
Emerald	SÂVER		Post-Metal, Progressive Metal	EP	https://lastfm.freetls.fastly.net/i/u/300x300/5cad485a522b748687510eb40c98587e.jpg		e2956eaf-dce6-4da6-9200-0bfd4c8af921	XW	35.59661666666667	2.0	
Emerald	Psychonaut	2021.0	Post-Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273974db5981d92ca41a5174204	https://open.spotify.com/album/45m41QPEIrnUHwbon1s9jI	56b10614-912b-4d7d-8b71-d1ed6402ad3b	DE	35.0	3.0	45m41QPEIrnUHwbon1s9jI
