album_name	artist_name	release_year	genre	release_type	cover_art_url	spotify_url	mbid	country	release_length	tracks_mb	spotify_id
Live in Buffalo	Goo Goo Dolls	2004.0	Alternative Rock, Pop Rock, Acoustic Rock	Album	https://i.scdn.co/image/ab67616d0000b2731853fac9a1eae995032ea2a5	https://open.spotify.com/album/0nshkyiazdyELKNJuNldoa	f3d67453-3d90-4727-a63e-b6879dc1d102	US	77.0	20.0	0nshkyiazdyELKNJuNldoa
Live in Ghent	Brutus	2020.0	Post-Hardcore, Post-Metal, Shoegaze, Post-Rock	album	https://i.scdn.co/image/ab67616d0000b273adc715dd27becd8cfa56fbbe	https://open.spotify.com/album/3L55mvKkYpg1Je7NwBBzHf	ac93c3e3-f85a-4324-887b-f45380ef78be	XE	57.0	13.0	3L55mvKkYpg1Je7NwBBzHf
Live in the LBC	Avenged Sevenfold	2020.0	Heavy Metal, Hard Rock, Alternative Metal	Album	https://i.scdn.co/image/ab67616d0000b27314e46988b8b3ed36de9b7f92	https://open.spotify.com/album/7pb9ZipjQRimTjYOZpZ8lk	2e78eada-0c9c-4bae-8f8c-54d31989f46c	XW	76.48333333333333	13.0	7pb9ZipjQRimTjYOZpZ8lk
Live the Dream	Ramshackle Glory	2011.0	Folk Punk, Anarcho-Punk, Singer-Songwriter, Anti-Folk	album	https://i.scdn.co/image/ab67616d0000b273c8fee8b836a2cad100d5fbc9	https://open.spotify.com/album/217MWnvPkioCSCh1LO8YBr	0b87428b-59c1-4ea0-9bc0-0965ca8f88dd	US	35.06666666666667	10.0	217MWnvPkioCSCh1LO8YBr
Living As Ghosts With Buildings As Teeth	Rishloo	2014.0	Progressive Rock, Alternative Rock, Alternative Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273ef65802863f8708bf5571ccf	https://open.spotify.com/album/6He7ojeGjl5U8waqhRd0Xx	dfcfcf51-11da-445b-97ed-b71aa7097d5e	US	50.0	8.0	6He7ojeGjl5U8waqhRd0Xx
Living the Dream	Slash	2018.0	Hard Rock	album	https://i.scdn.co/image/ab67616d0000b2737e3e7d0428a286b6a2283b33	https://open.spotify.com/album/7uaLqs2tRTJnPJPj3VmNsI	a951b9d2-030f-4588-a725-fd4794f70d13	FR	106.91808333333331	25.0	7uaLqs2tRTJnPJPj3VmNsI
Lizard	King Crimson		Progressive Rock, Symphonic Prog, Jazz-Rock	Album		https://open.spotify.com/album/7b8t2K8fvaZseDqeo19eGJ	eaddee42-e74d-34c0-a82c-74edae0ea241	NZ	42.0	5.0	7b8t2K8fvaZseDqeo19eGJ
Load	Metallica	1996.0	Hard Rock, Heavy Metal, Blues Rock, Southern Metal	album	https://i.scdn.co/image/ab67616d0000b273d691ec833eb067d9a9e4ded7	https://open.spotify.com/album/6ndH0UlQbyCOVqByMXXhdV	e233c4ef-783f-3d1d-b024-dafd9076325b	JP	78.0	14.0	6ndH0UlQbyCOVqByMXXhdV
Lobotomia	Luna Rabbit	2021.0	Synthwave, Video Game Music	album	https://i.scdn.co/image/ab67616d0000b27398b42404186577ecc19a82d4	https://open.spotify.com/album/1pIaZgmz0dFpzJkWuOSOro	facbb1b8-04a2-4f53-a631-2b9f4eca5267	BR	19.0	16.0	1pIaZgmz0dFpzJkWuOSOro
Locus	Satyr	2020.0	Post-Hardcore, Swancore, Progressive Metal, Math Rock, Mathcore	album	https://i.scdn.co/image/ab67616d0000b2732584f478e807cf6af3c043e1	https://open.spotify.com/album/4eofFWnX31BlShmFDqDy5S	1a16a2e1-5510-4b19-9822-6567c188ba82	XW	35.0	10.0	4eofFWnX31BlShmFDqDy5S
Logozo	Angélique Kidjo		Fon Music, Pop, Contemporary R&B, African Music	Album	https://lastfm.freetls.fastly.net/i/u/300x300/430c1cf62aa0f98fec269e9dca1385c2.jpg	https://open.spotify.com/album/1zQ3u7t7FV8nQDg0LMN5pw	845e9fff-2234-4e06-8521-c585e8387dd2	AU	40.0	10.0	1zQ3u7t7FV8nQDg0LMN5pw
London	Apologies, I Have None	2012.0	Punk Rock, Alternative Rock, Post-Hardcore	Album	https://i.scdn.co/image/ab67616d0000b273bb14727f095598b0ef0e630e	https://open.spotify.com/album/5OaN6tZz81VoBnhUEb9d8D	f1f338b7-8fc8-4ecc-a205-631425dd22c1	DE	37.0	10.0	5OaN6tZz81VoBnhUEb9d8D
London Calling	The Clash	1979.0	New Wave, Punk Rock, Ska, Reggae, Rockabilly	album	https://i.scdn.co/image/ab67616d0000b273cd9d8bc9ef04014b6e90e182	https://open.spotify.com/album/6FCzvataOZh68j8OKzOt9a	7b44852c-7b6c-4cae-a24a-a8994ecf04bf	FR	132.72628333333333	40.0	6FCzvataOZh68j8OKzOt9a
Long Day Good Night	Fates Warning	2020.0	Progressive Metal, Progressive Rock, Heavy Metal	Album	https://i.scdn.co/image/ab67616d0000b273d8ad664262beea34814919f6	https://open.spotify.com/album/3ZHBYzrKH3mPBHmr70vV0r	f1673249-46c2-42ea-a393-fa99b4763add	XW	72.0	13.0	3ZHBYzrKH3mPBHmr70vV0r
Long Night's Journey Into Day	Redemption	2018.0	Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273344c63991490b0b1fb5c84b1	https://open.spotify.com/album/6AT0osJSzLywoBUvgWIhtr	550bc333-4704-4415-8a36-3effa07e0eca	US	75.0	12.0	6AT0osJSzLywoBUvgWIhtr
Look What The Cat Dragged In - 20th Anniversary Edition	Poison	1986.0	Glam Metal	album	https://i.scdn.co/image/ab67616d0000b273d007e25f2264718c5a9dde34	https://open.spotify.com/album/2SkbSj0eZ2H5uqKYEnMmIe	70a0aabf-6926-4f21-b479-03a5e8cc9460	JP	114.96666666666668	23.0	2SkbSj0eZ2H5uqKYEnMmIe
Look, Here Comes the Dark!	Abraham	2018.0	Sludge Metal, Post-Hardcore, Atmospheric Sludge Metal	Album	https://i.scdn.co/image/ab67616d0000b2736ec93203e4e9d5fb846a29dd	https://open.spotify.com/album/0ef39RrsbmK4EsvdpOGWpP	539c3680-d43a-4e89-8897-8a0434d1c6f2	XW	111.0	19.0	0ef39RrsbmK4EsvdpOGWpP
Looney Moons	Empire Bathtub	2020.0	Progressive Metal, Avant-Garde Metal, Comedy Rock, Progressive Rock, Post-Metal, Spoken Word, Space Rock	Album	https://i.scdn.co/image/ab67616d0000b273988f85b4ad144b0e5fbe3575	https://open.spotify.com/album/3Mv0vl2hJ23hysw9xFsGpk	ade13df0-c817-45c7-b5b2-50fea3fe203d	XW	42.73028333333333	13.0	3Mv0vl2hJ23hysw9xFsGpk
Looney Moons 3: Return of the Fuh King	Empire Bathtub	2022.0	Progressive Metal, Comedy Rock, Alternative Metal, Progressive Rock, Spoken Word, Atmospheric Sludge Metal	Album	https://i.scdn.co/image/ab67616d0000b2734ae1a5f39c90bfbd94e4e787	https://open.spotify.com/album/2WqomADaTpFQQgQhNcH5BN	cc9abd12-c221-4ff7-ac30-c38d18ad4c4d	XW	54.25691666666667	11.0	2WqomADaTpFQQgQhNcH5BN
Loop of Yesterdays	Azusa	2020.0	Progressive Metal, Post-Hardcore, Mathcore, Technical Thrash Metal, Avant-Garde Metal	Single	https://i.scdn.co/image/ab67616d0000b273d75ed4b08d8a50c85ed6c65f	https://open.spotify.com/album/1hsfFyjxcB5TesHlGwCuXx	88639452-b02a-4b6e-8c89-5f822c6af93b	XW	35.0	12.0	1hsfFyjxcB5TesHlGwCuXx
Looters in Paradise	Clique	2022.0	Metalcore, Beatdown Hardcore	EP	https://i.scdn.co/image/ab67616d0000b273634a3201dcf67edbb3b39b09	https://open.spotify.com/album/5SAUt1smZO8u6q6K25GhlT	0ffc7528-ce78-457e-a7f0-b46a90d46137	US	10.55	4.0	5SAUt1smZO8u6q6K25GhlT
Lords Of Black	Lords of Black	2023.0	Heavy Metal, Power Metal, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b2735a3bd60c79a398ede9596181	https://open.spotify.com/album/6cpQuUIyeG0nW4ctUPvbeg	e04b2e38-a576-45f4-9149-eef3e5112639	ES	60.0	13.0	6cpQuUIyeG0nW4ctUPvbeg
Lore	Elder	2015.0	Stoner Rock, Heavy Psych, Stoner Metal, Stoner Metal, Psychedelic Rock, Progressive Metal, Post-Rock, Post-Metal	Album	https://i.scdn.co/image/ab67616d0000b27381aec544dcccc7c0151f5802	https://open.spotify.com/album/5uQpiLCZCdR0xsauQWvFXO	dae97ba8-2705-4e42-b50f-3fd542b1f266	DE	59.0	5.0	5uQpiLCZCdR0xsauQWvFXO
Lore	Today I Caught The Plague	2011.0	Progressive Metal, Metalcore	album	https://i.scdn.co/image/ab67616d0000b273c8a8d6f92da559f4c31bcc23	https://open.spotify.com/album/3ndoZEBsSuhP2J0ytOKCgd	c8b81a2b-0675-4187-aa33-862c1f3f6248	CA	46.0	10.0	3ndoZEBsSuhP2J0ytOKCgd
Los Angeles Straight Edge	Firestarter	2020.0	Hardcore Punk	EP	https://i.scdn.co/image/ab67616d0000b273dfb1739f6fee183effad2455	https://open.spotify.com/album/4u5GVha8ZUUiMFLdgOXtZv	74bee0f5-ced0-4225-a0e3-f1181cb743dd	XW	3.8	4.0	4u5GVha8ZUUiMFLdgOXtZv
Los Jaivas	Los Jaivas	1975.0	Rock andino, Progressive Rock, Indigenous Andean Music, Symphonic Prog, Psychedelic Rock	album	https://i.scdn.co/image/ab67616d0000b273b5ac0738b808070a0786b001	https://open.spotify.com/album/5P0ZhGdvzJK31MvCWMGajo	a8a5bba6-2710-458a-a3c3-5a779e688249	CL	40.0	7.0	5P0ZhGdvzJK31MvCWMGajo
Loss	Devil Sold His Soul	2021.0	Post-Hardcore, Post-Rock, Post-Metal, Screamo	Album	https://i.scdn.co/image/ab67616d0000b2738e6ff265df360cc08fbaa63d	https://open.spotify.com/album/0OtCMfTJvLWyGteSgJBUg9	e03b74ed-20f2-4820-b375-71db3e20e336	GB	61.0	10.0	0OtCMfTJvLWyGteSgJBUg9
Loss	Me and Him Call It Us	2006.0	Mathcore, Sasscore, Emoviolence, Grindcore, Screamo	album	https://i.scdn.co/image/ab67616d0000b27329b628b86efa320cc0378618	https://open.spotify.com/album/1YGLhcxez431GwTLDSgxrL	240ef595-e552-4ba0-b723-12031d9b0dea	US	30.0	14.0	1YGLhcxez431GwTLDSgxrL
Lost Angel	3rd Strike	2002.0	Nu Metal, Rap Metal, Alternative Metal	Single	https://i.scdn.co/image/ab67616d0000b273b09cf3277660cf322fe79989	https://open.spotify.com/album/3rMqldZixv5XCjiIU5pDTU	d74363e7-3b88-43b2-8c0e-07b1e2387fe7	US	42.0	12.0	3rMqldZixv5XCjiIU5pDTU
Lost Empyrean	Dirge	2018.0	Atmospheric Sludge Metal, Doom Metal, Post-Rock	Album	https://i.scdn.co/image/ab67616d0000b2731bae0aea7b465d5d18c5619c	https://open.spotify.com/album/3VlTRvgWOaz68Qe3n3Ff3V	4f479914-47b1-4179-bcfa-e26a43701723	XW	56.0	7.0	3VlTRvgWOaz68Qe3n3Ff3V
Lost Highway	Bon Jovi	2007.0	Pop Rock, Country Rock, Heartland Rock	Single	https://i.scdn.co/image/ab67616d0000b273a95ae3465b38b061e14cc4bf	https://open.spotify.com/album/3Dxca4qkrQuwU4Fcix3l1a	36b7a769-52e8-40e8-9607-eebeab3ffbad	XW	69.0	16.0	3Dxca4qkrQuwU4Fcix3l1a
Lost In Reverie	Peccatum	2005.0	Avant-Garde Metal, Progressive Metal, Gothic Metal, Black Metal, Progressive Rock, Post-Industrial	album	https://i.scdn.co/image/ab67616d0000b273e45109806ca6216d473a6665	https://open.spotify.com/album/36OkdmeMN0e3ny2vdI3Ctz	bcd1474d-1242-3190-b8da-ed87a2547f58	US	50.0	7.0	36OkdmeMN0e3ny2vdI3Ctz
Lost Time	Tacocat	2016.0	Indie Pop, Power Pop, Surf Punk, Indie Rock, Indie Surf, Garage Rock	album	https://i.scdn.co/image/ab67616d0000b273c3ef2c75e1f25b89725698b5	https://open.spotify.com/album/62hqSIE4mKpvl9sCs8AaKh	813cfa5b-7465-47b2-8711-5aa4c2c7c57c	US	29.0	12.0	62hqSIE4mKpvl9sCs8AaKh
Lost and Found	KBB	2006.0	Progressive Rock, Jazz-Rock, Jazz Fusion	album	https://i.scdn.co/image/ab67616d0000b273da08f5e0ca5d3ab686a13501	https://open.spotify.com/album/7LCVDwU6UKKmcNjJZ0mJDh	233bd5ec-652b-48af-a555-d40a88749bde	RU	64.0	7.0	7LCVDwU6UKKmcNjJZ0mJDh
Lost in Time | Lost in Madness	Distraction	2022.0	Melodic Death Metal, Post-Metal	Single	https://i.scdn.co/image/ab67616d0000b27333384e3c2c63e25d95ae1f7f	https://open.spotify.com/album/6HwAkxhEmJROLGN6waeLEs	cb257264-e301-4faa-99db-e6e901a00b88	GB	43.0	2.0	6HwAkxhEmJROLGN6waeLEs
Lost in the Glare	Barn Owl	2011.0	Drone, Ambient Americana, Post-Rock, Psychedelic Rock, Post-Rock	Album	https://i.scdn.co/image/ab67616d0000b2736f033b4d83b7d9f22b549a85	https://open.spotify.com/album/08P2CVz4uPgfb0ToWsK7AZ	53211991-3aae-4d2e-8ffb-eb67e0926836	US	41.0	8.0	08P2CVz4uPgfb0ToWsK7AZ
Lotus	Soen	2019.0	Progressive Metal, Progressive Rock, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b2737089e92bd1e362f6627bfc52	https://open.spotify.com/album/16v3Ule2sTTWT37VKUsH6F	643745c2-98b7-42a5-bd46-f96c134f15f8	XW	54.0	9.0	16v3Ule2sTTWT37VKUsH6F
Loudmouth	VIAL	2021.0	Pop Punk, Indie Pop, Riot Grrrl	album	https://i.scdn.co/image/ab67616d0000b273149abcba079468eeca8b8bb4	https://open.spotify.com/album/6c59AK2EBIAHeCMUOGAIuS	5a861c8c-ca7b-4ddf-b3a5-77f40b5372eb	XW	31.0	12.0	6c59AK2EBIAHeCMUOGAIuS
Love	Riverside	2015.0	Progressive Rock, Art Rock	album	https://i.scdn.co/image/ab67616d0000b273d8c3858e6273d30350db7bd8	https://open.spotify.com/album/7mICCIhq0W6Z0JCqvsdum3	7b36ff34-6b4b-4fe3-a047-281f5e09afe6	DE	60.0	10.0	7mICCIhq0W6Z0JCqvsdum3
Love & Decay	Spotlights	2019.0	Post-Metal, Atmospheric Sludge Metal, Shoegaze	album	https://i.scdn.co/image/ab67616d0000b273b3945294ec927ad00b6569f1	https://open.spotify.com/album/0EzyBlpS4V0EiXkoW4xtul	8ed92721-2181-4b62-a1fe-16f60926b185	XW	48.0	8.0	0EzyBlpS4V0EiXkoW4xtul
Love Bites	Buzzcocks	1978.0	Punk Rock, Pop Punk, Power Pop	Album	https://i.scdn.co/image/ab67616d0000b273409373691d3c2025c7d5f846	https://open.spotify.com/album/5rMPmOj5n5TRtphgHpqEVg	8bdea2d1-010f-490b-baeb-6bf81161d7b9	GB	39.54995	11.0	5rMPmOj5n5TRtphgHpqEVg
Love Exchange Failure	White Ward	2019.0	Blackgaze, Dark Jazz, Post-Metal	album	https://i.scdn.co/image/ab67616d0000b2732645ccba57dceaf3c646eef7	https://open.spotify.com/album/6VHyhPNjGQRfrzy4TH1tFh	a2406c66-42e4-4ffb-af47-d4bdb6515d9a	XW	11.0	1.0	6VHyhPNjGQRfrzy4TH1tFh
Love In Shadow	Sumac	2018.0	Atmospheric Sludge Metal, Free Improvisation, Noise Rock, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273e74b5a5be9f607f9b32a1c03	https://open.spotify.com/album/2bH90aULuT0vmo10zSy4uH	67dc2b11-260e-4a73-bb9a-64f7ffe9dca1	JP	124.0	9.0	2bH90aULuT0vmo10zSy4uH
Love In The Time Of Lexapro	Oneohtrix Point Never	2018.0	Progressive Electronic, Indie Folk, Glitch, Ambient	single	https://i.scdn.co/image/ab67616d0000b273ee5fa1d835b4c6342f0ad0cd	https://open.spotify.com/album/1Ts0pG1jaCrl8kdQKbQdum	92ce7f26-62a7-42ad-abbb-4409d3e79e3c	XW	14.0	4.0	1Ts0pG1jaCrl8kdQKbQdum
Love Is	Steve Howe	2020.0	Progressive Rock	album	https://i.scdn.co/image/ab67616d0000b27362521cd8f6bfa6faaecf3c1d	https://open.spotify.com/album/5nGF4Y598Dj9f0ItynLmza	e0d32609-ce64-49eb-878c-53e06f951f49	XE	43.0	10.0	5nGF4Y598Dj9f0ItynLmza
Love Is Not Enough	Casey	2016.0	Melodic Hardcore, Post-Hardcore, Emo	Album	https://i.scdn.co/image/ab67616d0000b2737cea85e107978b31db7f4cfe	https://open.spotify.com/album/5BQCbc0qlLfhmsXhEDzyFK	d6eac30c-bd5f-44d8-a93f-d27329f0d28d	XW	32.0	11.0	5BQCbc0qlLfhmsXhEDzyFK
Love Lost but Not Forgotten	Love Lost but Not Forgotten		Emoviolence, Mathcore	Album	https://lastfm.freetls.fastly.net/i/u/300x300/07a4b643b05a47fbc752b8b29a17def3.jpg	https://open.spotify.com/album/60SmcsSwobnb1TEx2YicmR	760b275f-4dca-4f3d-b8f2-c90fd36a35e7	US	42.0	12.0	60SmcsSwobnb1TEx2YicmR
Love Metal	HIM	2003.0	Alternative Rock, Gothic Metal, Alternative Metal	Single	https://i.scdn.co/image/ab67616d0000b273d86d1248e012751bac48b499	https://open.spotify.com/album/6XcCLlJnHqCy0znK4AVzkF	04084dd5-e790-4089-b2b8-558e681f7727	XW	61.0	11.0	6XcCLlJnHqCy0znK4AVzkF
Love Sex Machine	Love Sex Machine	2012.0	Sludge Metal, Doom Metal	album	https://i.scdn.co/image/ab67616d0000b27311a394ad4cbd59a3b96cefe3	https://open.spotify.com/album/1ElhRDWVVNHyAn6SYZbWOg	09184dee-e556-47f3-834a-348e062a209a	XW	32.0	8.0	1ElhRDWVVNHyAn6SYZbWOg
Love Songs for the Retarded	The Queers	1993.0	Pop Punk, Punk Rock	album	https://i.scdn.co/image/ab67616d0000b273ac25d0780296a616532a3346	https://open.spotify.com/album/73ywZjlpzgcozKgBP0hlcs	4baa2aac-a49f-45f8-81ab-96833bf839ad	US	36.0	16.0	73ywZjlpzgcozKgBP0hlcs
Love Sux	Avril Lavigne	2022.0	Pop Punk, Emo-Pop, Skate Punk	Album	https://i.scdn.co/image/ab67616d0000b273dcb20af72a164e4b265cf89b	https://open.spotify.com/album/5pkQpJAHxy9BzwA7E1UWxF	65a4a2f5-1931-43d3-92aa-7c90f20190c8	JP	36.8379	12.0	5pkQpJAHxy9BzwA7E1UWxF
Love at First Sting	Scorpions	1984.0	Hard Rock, Heavy Metal	album	https://i.scdn.co/image/ab67616d0000b27311c2cc2ef9cada4f6bd84690	https://open.spotify.com/album/14kTyafNZvlbn586zryGww	8a0cd1d4-f7ac-316d-ae13-58bcf36aeb94	US	41.23595	9.0	14kTyafNZvlbn586zryGww
Love in the Void	Hammock	2023.0	Post-Rock, Ambient, Dream Pop, Chillwave	Album	https://i.scdn.co/image/ab67616d0000b273260d9d07ffac14b2e6fb7dad	https://open.spotify.com/album/1zlinQtrWot4RrBtxB4UTX	827f4947-d044-4bef-89ca-d3c08b7ca587	XW	72.0	13.0	1zlinQtrWot4RrBtxB4UTX
Love on My Mind	Bambara	2022.0	Post-Punk, Gothic Rock, Punk Blues	Album	https://i.scdn.co/image/ab67616d0000b2734d99aa8e39f243dc31658449	https://open.spotify.com/album/3C9ZFRSkSKZrXPGbOrstfD	476766ee-0e60-4350-aaeb-01f4ae6bfdd8	XW	22.0	6.0	3C9ZFRSkSKZrXPGbOrstfD
Love scene	Yiruma	2001.0	Modern Classical, Neoclassical New Age	album	https://i.scdn.co/image/ab67616d0000b273fb9b2d33876c042190af335c	https://open.spotify.com/album/2rh3iWNAsPqIbS1S5uCmF2	ee797abd-8089-4167-90af-881af4c02b75	KR	59.0	13.0	2rh3iWNAsPqIbS1S5uCmF2
Love, Fear and the Time Machine	Riverside	2015.0	Progressive Rock, Art Rock	album	https://i.scdn.co/image/ab67616d0000b273d8c3858e6273d30350db7bd8	https://open.spotify.com/album/7mICCIhq0W6Z0JCqvsdum3	0c8975c0-e39b-487d-a330-0c01afa4dc72	XW	60.0	10.0	7mICCIhq0W6Z0JCqvsdum3
Love, Pt. 1 & 2	Angels & Airwaves	2011.0		Single	https://i.scdn.co/image/ab67616d0000b273360df872bc25838fc7f294d7	https://open.spotify.com/album/2VVZX8LwUlzNB5HzvHaDbj	5bd45831-bfcc-4206-8384-4c8f3a7ec07b	US	180.0	23.0	2VVZX8LwUlzNB5HzvHaDbj
Love-Lore	Deerhoof	2020.0	Experimental Rock, Noise Rock, Art Rock, Mashup, Math Rock	Album	https://i.scdn.co/image/ab67616d0000b273c7bed1f2740226d39c4b929e	https://open.spotify.com/album/1CncynLHP59wulo50upcgj	635081c2-b877-4e5e-a1d0-5f3664543776	XW	34.0	5.0	1CncynLHP59wulo50upcgj
LoveHateTragedy	Papa Roach	2002.0	Nu Metal, Alternative Rock, Rap Metal	album	https://i.scdn.co/image/ab67616d0000b273df35bf65ebd6738a760e2cd1	https://open.spotify.com/album/2bsemtYlVfVAQODavrDkS4	52fb3142-6c73-41ce-b584-9f972bd85cf7	CA	39.0	11.0	2bsemtYlVfVAQODavrDkS4
Lovebite	Haken	2023.0	Progressive Rock, Progressive Metal, Pop Rock	Album	https://i.scdn.co/image/ab67616d0000b273f13dd96c5aaf0a27f561b303	https://open.spotify.com/album/7l5C0M00szx06bZBiRfitX	3ac5e8f1-9c61-470f-8b2a-d4a72f03da09	XW	21.0	4.0	7l5C0M00szx06bZBiRfitX
Lovehunter	Whitesnake	1979.0	Hard Rock, Blues Rock	album	https://i.scdn.co/image/ab67616d0000b2736e3992efe0d090bcb368be0a	https://open.spotify.com/album/1OKarxvDzVAr7GuaCWSHtN	24716155-87a0-4606-8d12-ec29d76e150b	US	41.616616666666665	10.0	1OKarxvDzVAr7GuaCWSHtN
Lover	Taylor Swift	2019.0	Synthpop, Electropop, Alt-Pop, Dance-Pop, Singer-Songwriter, Alt-Pop	album	https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647	https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq	f7a4f010-f572-4bab-a3b4-4992a0c462ca	AU	61.0	18.0	1NAmidJlEaVgA3MpcPFYGq
Lovestrong [Deluxe Edition]	Christina Perri		Pop, Singer-Songwriter, Adult Contemporary, Pop Rock, Piano Rock, Chamber Pop	Album	https://lastfm.freetls.fastly.net/i/u/300x300/8a36bcf9b80c453d9bd3da4bcd3e4865.jpg		391a810c-d4e3-474c-9730-8b67df06683c	AU	45.0	12.0	
Low	Testament	1994.0	Thrash Metal, Groove Metal	album	https://i.scdn.co/image/ab67616d0000b273238d717294aa1401c2d4b938	https://open.spotify.com/album/6Iy0YmPlXUc30fv2Pi6J2v	07f35bf3-518f-4106-aaea-06a245467b51	US	3.0	1.0	6Iy0YmPlXUc30fv2Pi6J2v
Low Sun, Long Shadow	We Came From The North	2014.0	Post-Rock	single	https://i.scdn.co/image/ab67616d0000b27388c454bebc33b2fcc4936f54	https://open.spotify.com/album/6SUmSpQ8dW7yfhiivSYPHm	8dd454d8-b3d5-4b02-95cb-cd7e479540c1	XW	28.0	5.0	6SUmSpQ8dW7yfhiivSYPHm
Low Teens	Every Time I Die	2016.0	Metalcore, Mathcore, Southern Rock, Hardcore Punk, Post-Hardcore, Southern Metal	Single	https://i.scdn.co/image/ab67616d0000b273ff2db662746917b1675281fc	https://open.spotify.com/album/6YIQv7ZD6WRY2NM88FBucx	993e064c-328b-4a92-bdff-b441240ada5e	XW	49.0	15.0	6YIQv7ZD6WRY2NM88FBucx
Lucid Planet	Lucid Planet	2015.0	Progressive Rock, Psychedelic Rock, Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b273c001d59ef2ab44095494e182	https://open.spotify.com/album/5GEWgczfpuvMRo7AoXSo4X	65ceb951-8c0e-4768-a08b-a5e4e026a267	XW	50.0	8.0	5GEWgczfpuvMRo7AoXSo4X
Lucifer Es	Fjoergyn	2017.0	Symphonic Metal, Melodic Black Metal, Progressive Metal	Album	https://i.scdn.co/image/ab67616d0000b2733c24807143e8821d321250d7	https://open.spotify.com/album/1quNI9Kko9H02sGFlIFY2O	47a2497f-5e15-4c89-943e-0e1aa48ccbc6	DE	52.8464	9.0	1quNI9Kko9H02sGFlIFY2O
Lucifer III	Lucifer	2020.0	Hard Rock	album	https://i.scdn.co/image/ab67616d0000b273378f2ad3e82d77554b199915	https://open.spotify.com/album/5FRzeDyVg2GXn6QeOTwrMS	93d9c1c0-9e12-4508-a386-8c0fdc4ffb2e	DE	39.0	9.0	5FRzeDyVg2GXn6QeOTwrMS
Luciferian Towers	Godspeed You! Black Emperor	2017.0	Post-Rock, Drone, Chamber Music	Single	https://i.scdn.co/image/ab67616d0000b273d836df6dd758c51fee288d02	https://open.spotify.com/album/6NeicP84ZRNL2yMlWS6XzH	58d1168f-26bd-456b-8def-a105e67af199	CA	43.0	4.0	6NeicP84ZRNL2yMlWS6XzH
Ludovico Einaudi: Le onde	Ludovico Einaudi	2022.0	Neoclassical New Age	single	https://i.scdn.co/image/ab67616d0000b273cc341d67f98e7b2e26268bc8	https://open.spotify.com/album/52FALfGsH1DTSdJzBKXku0	5cda3f51-788e-4fcf-9139-8ee01b233f46	IT	60.0	14.0	52FALfGsH1DTSdJzBKXku0
Luminescence	Framing Skeletons	2021.0	Progressive Metal, Djent	Album	https://i.scdn.co/image/ab67616d0000b27351ff30103415ee220b527d9c	https://open.spotify.com/album/2e58qKauTA9IzhASoLhoox	d558b943-6124-4edd-b543-1ea21d096a4c	US	39.0	7.0	2e58qKauTA9IzhASoLhoox
Luminous Rot	Nadja	2021.0	Drone Metal, Industrial Metal, Shoegaze, Atmospheric Sludge Metal	single	https://i.scdn.co/image/ab67616d0000b273f5eea053d6d511fad546f2bd	https://open.spotify.com/album/7JqMftkhri4dwr1PYiQXss	52714984-a09b-4cd8-9487-33aa31c27623	XW	6.0	1.0	7JqMftkhri4dwr1PYiQXss
Lun	Destiny Potato	2014.0	Djent, Alternative Metal, Pop Rock, Electronic, Alternative Metal	Album	https://i.scdn.co/image/ab67616d0000b2733e592560ea791e455c24caf3	https://open.spotify.com/album/66GPtVvB3jR6xfLLfhgZsG	631ccfa8-043e-4768-9eb0-bd065ef61031	RS	52.0	12.0	66GPtVvB3jR6xfLLfhgZsG
Luna & the Wild Blue Everything	Mat Kerekes	2016.0	Singer-Songwriter, Contemporary Folk, Acoustic Rock	album	https://i.scdn.co/image/ab67616d0000b273ec350ff0f3b0c6a84638ecd5	https://open.spotify.com/album/5Xiy8nNW7MKhUWxtK1e7ad	44b4b90d-e0fc-4ff2-b08f-85aa4cac6795	XW	36.0	10.0	5Xiy8nNW7MKhUWxtK1e7ad
Lunar	Without Waves	2017.0	Progressive Metal	album	https://i.scdn.co/image/ab67616d0000b2738dddd1977eebf26aae62de8d	https://open.spotify.com/album/0fGTVgg1UT06UK4hHJw7iO	a64c70ec-d823-484e-b05f-0e7876f18abd	US	50.0	9.0	0fGTVgg1UT06UK4hHJw7iO
Lunar Satan	Lunar Satan	2021.0	Progressive Metal, Alternative Metal	album	https://i.scdn.co/image/ab67616d0000b273f7280865b2ea64ef0f833e4a	https://open.spotify.com/album/3wwCLOCKio8ZwmwVObEMZx			38.0		3wwCLOCKio8ZwmwVObEMZx
Lunar Strain / Subterranean	In Flames		Melodic Death Metal	Album	https://lastfm.freetls.fastly.net/i/u/300x300/3a8ddf5797c9a12b28a8915e3e40da67.jpg		11ca5abe-25e0-4331-b658-c8702cf5f1f2	KR	72.0	18.0	
